log_name,SCF_energy(Hartree),∆G(Hartree),∆G(kcal/mol),e^(-∆G/RT),Mole Fraction,Unnamed: 0,Unnamed: 0.1,HOMO,LUMO,η,μ,ω,dipole(Debye),NBO_charge_Cl1,NBO_charge_Cl2,NBO_charge_P1,NBO_charge_P2,NBO_charge_Pd,NMR_shift_P1,NMR_shift_P2,aniso_NMR_shift_P1,aniso_NMR_shift_P2,distance_Pd_Cl1(Å),distance_Pd_Cl2(Å),distance_Pd_P1(Å),distance_Pd_P2(Å),%Vbur_Pd_3Å,%Vbur_Pd_4Å,%Vbur_Pd_5Å,%Vbur_Pd_6Å,%Vbur_Pd_7Å,Bite_angle_Pd(°),%G_param_Pd,Solid_angle_Pd(sr),Solid_cone_angle_Pd(°),volume(Bohr_radius³/mol),SASA_Pd_surface_area(Å²),CPU_time_total(hours),Wall_time_total(hours)
pp000091-Pd_7_SPE,-2774.28855135,0.005053450000104931,3.171039875065844,0.0047381776418178425,0.00036359194515708077,37.0,37.0,-0.23557,-0.06923,0.16634,-0.1524,0.06981,10.3984,-0.56056,-0.55507,1.08339,1.09282,0.30884,245.883,255.4353,128.9128,127.0938,2.36047,2.36623,2.27656,2.28179,54.9575387365912,55.2095617900813,50.3234287786573,42.1135879178194,32.7077272960157,94.8683047261407,52.4749323571542,6.59419447963428,185.674445931616,4246.856,28.5096370088242,66.48575,3.39836111111111
pp000091-Pd_8_SPE,-2774.29360337,1.4300003385869786e-06,0.0008973252124633291,0.9984866346937833,0.07662053328637466,38.0,38.0,-0.23689,-0.06805,0.16884,-0.15247,0.06884,10.2672,-0.5546,-0.5546,1.09294,1.09293,0.30492,261.2126,261.2168,95.8145,95.8154,2.3642,2.36421,2.27879,2.27879,54.6958805125149,54.9096890323382,50.0431632556526,42.0877364052792,32.7269402207636,96.8010061044635,51.8780837179691,6.51919226762752,184.305263597401,4352.799,27.7596465578731,69.28414,3.53941666666667
pp000091-Pd_9_SPE,-2774.29360414,6.60000296193175e-07,0.0004141501858612173,0.9993012387453278,0.07668304328368246,39.0,39.0,-0.23689,-0.06805,0.16884,-0.15247,0.06884,10.2672,-0.5546,-0.5546,1.09294,1.09294,0.30492,261.2147,261.2204,95.8089,95.8244,2.36421,2.3642,2.27879,2.27879,54.6958805125149,54.9077493637887,50.0423748856864,42.0974874143952,32.7345542316823,96.8014326289931,51.7825879356995,6.50719191370644,184.086256562977,4352.807,27.7396468125144,66.1715,3.38211111111111
Boltzmann Averages,-2774.293578355941,,,,,30.278756822417634,30.278756822417634,-0.23688240501768223,-0.06805632621498942,0.16882607880269285,-0.15246936561633584,0.0688455927829824,10.26771829062778,-0.5546362802627574,-0.5546131758855648,1.0929117444352925,1.092934545633406,0.30494819610777535,261.16365444214716,261.1652756481623,95.9567394936318,95.91666879932795,2.3642046907811247,2.364213797000354,2.2787798845253406,2.2787777586078217,54.6977676704934,54.91320760960971,50.04617300160815,42.09372943016824,32.733115117328204,96.7913343257155,51.82036647144116,6.511939304520416,184.17289734023683,4086.7423962771404,27.75850219245606,67.36545666666666,3.442746527777779
Boltzmann Standard Deviation,0.00034299883284615994,,,,,6.427939566072944,6.427939566072944,0.00010964331463118496,7.726357526682704e-05,0.00016057373166856686,5.049433064880343e-05,6.502510237255195e-05,0.008177165845411241,0.0006643192686810508,0.00042644567872813355,0.0006683713719011664,0.0009175047315211249,0.00030437501382614917,0.7726017862555015,0.8605845281952671,2.259487069474467,2.0605174843891656,0.00020934098328358286,0.00020020025623161786,0.0002877452273163116,0.0003845555410598232,0.03842533988784998,0.02297164896473112,0.03393302965215869,0.013448829684979706,0.0072208444481877635,0.1336891466489406,0.05388666200558224,0.006771597659328516,0.12360116242100647,329.74341708746306,0.1880775601989462,,
Ensemble Minimum,-2774.2936048,,,,,16.0,16.0,-0.23689,-0.06923,0.16633,-0.152475,0.06818,10.2332,-0.57042,-0.56056,1.07883,1.08337,0.30492,245.8752,245.8821,95.7719,82.3758,2.36044,2.36041,2.27285,2.26989,53.8522422526818,54.6346440320278,50.0337028160575,42.0819538301057,32.7040270290272,94.8632374581706,51.7507560082763,6.50319179573275,184.013257575839,3224.41,27.699647321797,,
Ensemble Maximum,-2774.28854859,,,,,39.0,39.0,-0.23502,-0.06737,0.16884,-0.151195,0.06981,10.399,-0.55458,-0.54654,1.09298,1.11316,0.30969,261.2199,261.2367,128.9491,128.9157,2.36629,2.36627,2.28181,2.28179,54.9575387365912,55.2111135249209,50.7820630065277,42.4046442015511,32.8921002146155,96.8052308858233,52.5306382301448,6.60119468608825,185.802274637503,4824.084,32.2995887542976,,
Ensemble Range,0.005056210000020656,,,,,23.0,23.0,0.0018699999999999828,0.0018600000000000005,0.0025099999999999845,0.0012800000000000034,0.0016299999999999926,0.16579999999999906,0.015840000000000076,0.014019999999999921,0.014150000000000107,0.029789999999999983,0.0047699999999999965,15.344699999999989,15.354599999999976,33.177199999999985,46.53989999999999,0.005849999999999689,0.005860000000000198,0.008960000000000079,0.0118999999999998,1.1052964839093988,0.5764694928930965,0.7483601904702013,0.3226903714454039,0.18807318558830133,1.9419934276527044,0.7798822218685046,0.0980028903554997,1.7890170616639978,1599.674,4.599941432500604,,
Lowest E Conformer,-2774.2936048,0.0,0.0,1.0,0.07673666389122245,20.0,20.0,-0.23689,-0.06805,0.16884,-0.15247,0.06884,10.2673,-0.5546,-0.55461,1.09296,1.09294,0.30492,261.2112,261.2211,95.8078,95.8357,2.36422,2.36421,2.2788,2.2788,54.7163662097735,54.9290857178325,50.0498644003658,42.0956732731643,32.7305693287716,96.8016167570919,51.7985038994111,6.50919197269329,184.122756676815,4231.983,27.7196470671557,66.75772,3.411
pp000110-Pd_1_SPE,-4232.18561482,0.0,0.0,1.0,0.5004968140759636,40.0,40.0,-0.22822,-0.07129,0.15693,-0.149755,0.07145,10.3815,-0.56662,-0.53373,1.10511,1.03752,0.33537,272.2183,149.5207,150.7824,169.7947,2.36743,2.36963,2.25702,2.359,57.1839615613826,58.4953603128298,54.7720034057583,48.127125946755,37.5754285193809,98.4009694259334,56.772242559287,7.13421040608295,195.568688511361,4390.96,27.1596541971121,155.54666,7.97572222222222
pp000110-Pd_2_SPE,-4232.17461697,0.01099785000042175,6.901150875264648,8.738173153016812e-06,4.373427823929031e-06,41.0,41.0,-0.22879,-0.07209,0.1567,-0.15044,0.07222,11.3706,-0.55993,-0.53468,1.0908,1.02139,0.34502,274.1068,201.3631,133.0243,125.0346,2.36652,2.35877,2.2864,2.35533,59.7716775923719,62.1586183352989,59.8282141843524,52.3363871377387,40.0620790946301,96.7209932105549,61.4913257997772,7.72722789568306,206.57371647498,4646.438,27.9896436294981,155.04745,7.95197222222222
pp000110-Pd_3_SPE,-4232.18561291,1.91000071936287e-06,0.0011985254514002008,0.9979791652284649,0.49948539271103626,42.0,42.0,-0.22821,-0.07129,0.15692,-0.14975,0.07145,10.3822,-0.56659,-0.53377,1.10509,1.03745,0.33538,272.1896,149.5127,150.8128,169.7919,2.36748,2.36952,2.25705,2.35912,57.1960667461263,58.4763515610453,54.75584182145,48.1123860492539,37.5737207038477,98.3936146248772,56.7483686137196,7.13121031760268,195.513466380426,4038.435,27.1196547063947,135.99961,6.96919444444444
pp000110-Pd_4_SPE,-4232.17462718,0.01098764000016672,6.894744100104617,8.83317522529325e-06,4.420976058434003e-06,43.0,43.0,-0.22877,-0.07208,0.15669,-0.150425,0.07221,11.3746,-0.56,-0.53458,1.09091,1.02128,0.34492,274.0826,201.3929,133.0516,124.884,2.36651,2.35862,2.28612,2.35544,59.732568533969,62.1310750418968,59.8163886348586,52.3336659258923,40.0603712790969,96.7083116426591,61.4117459812192,7.71722760074883,206.386352660878,4013.997,28.0696426109329,134.4327,6.89172222222222
pp000110-Pd_5_SPE,-4232.17463145,0.010983370000758441,6.892064675475922,8.873212408052667e-06,4.441014540849668e-06,44.0,44.0,-0.22877,-0.07209,0.15668,-0.15043,0.07221,11.3765,-0.5601,-0.5345,1.09097,1.0213,0.34491,274.072,201.4309,133.1026,124.7819,2.36662,2.35865,2.28587,2.3554,59.732568533969,62.127195704798,59.8118555075526,52.3380878951426,40.0631464793383,96.7089267190803,61.4515358904982,7.72222774821594,206.480025557971,5282.882,28.0596427382535,138.56575,7.09930555555556
pp000110-Pd_6_SPE,-4232.17464791,0.010966910000206553,6.881736025129612,9.029253206339389e-06,4.519112463258043e-06,45.0,45.0,-0.22876,-0.07208,0.15668,-0.15042,0.07221,11.3804,-0.56015,-0.53437,1.09101,1.02118,0.3449,274.1031,201.4477,133.135,124.6516,2.36658,2.35856,2.28566,2.35549,59.7074269964243,62.1101266215629,59.799438680584,52.325955825661,40.060513597058,96.707981771741,61.4515358904982,7.72222774821594,206.480025557971,4472.741,28.0896423562916,139.40425,7.14138888888889
pp000110-Pd_7_SPE,-4232.16821671,0.017398110000613087,10.917314025384712,9.943796898956627e-09,4.976838667746237e-09,46.0,46.0,-0.22887,-0.07296,0.15591,-0.150915,0.07304,10.6934,-0.52856,-0.56636,1.09485,1.01318,0.34927,280.2207,194.624,142.4282,130.6155,2.37526,2.36215,2.26947,2.37015,59.4951206793802,62.6920271863944,59.9115843082842,52.0002040908885,39.8098205085875,97.7703221442792,61.7618971828744,7.76122889845946,207.211298296609,5359.118,26.26966552865,139.82953,7.16211111111111
pp000110-Pd_8_SPE,-4232.17002283,0.015591990000757505,9.783973725475335,6.734363556056697e-08,3.370527504635653e-08,47.0,47.0,-0.22789,-0.07379,0.1541,-0.15084,0.07382,10.5708,-0.55567,-0.54506,1.08244,1.02771,0.34083,270.6776,200.1908,131.4248,127.3803,2.36679,2.36193,2.30008,2.34988,59.9746722288439,62.6788374402582,60.496751915739,52.6053335752188,39.9627411577851,96.4481282001758,61.8414770014324,7.77122919339369,207.398984942595,4780.591,26.7896589079762,142.20586,7.28458333333333
Boltzmann Averages,-4232.185613670358,,,,,40.99902904719651,40.99902904719651,-0.22821501494545451,-0.07129001420679834,0.15692500073865617,-0.14975251457612643,0.07145001362497243,10.381867296887275,-0.5666048981605615,-0.5337499941843827,1.105099757599941,1.0374847473551296,0.3353751649654563,272.2039980083021,149.51762730183464,150.79726934386258,169.79250160288146,2.3674549588014484,2.369574861350757,2.257035500767455,2.359059874356333,57.19005333664651,58.48593043984275,54.76402066468743,48.11983843531828,37.57461972148369,98.39726574563771,56.76040114466839,7.132722370035992,195.54130004158682,4214.882711271832,27.139690871401903,142.62897625,7.309499999999999
Boltzmann Standard Deviation,4.959472937021364e-05,,,,,1.0691051321725822,1.0691051321725822,5.906219067973361e-06,3.6166422313881374e-06,5.480047534527046e-06,4.0588215172840085e-06,3.4679999919429494e-06,0.0044920511237188645,3.3809035626472246e-05,2.192611312896208e-05,6.49054867895461e-05,8.204337972417164e-05,4.3429027236711754e-05,0.017551565260659,0.23402430212516812,0.0815426927377295,0.20270745302555285,2.7037180756301703e-05,7.669379275147732e-05,0.00013177681349049847,6.623973488470619e-05,0.013179927461075538,0.01933139323550749,0.024361619359128842,0.020571877914458046,0.011250619902370395,0.008559643954322736,0.024708723588931128,0.0031049897802624842,0.05749259793426878,188.4501012635657,0.0217731096718662,,
Ensemble Minimum,-4232.18561482,,,,,40.0,40.0,-0.22887,-0.07379,0.1541,-0.150915,0.07145,10.3815,-0.56662,-0.56636,1.08244,1.01318,0.33537,270.6776,149.5127,131.4248,124.6516,2.36651,2.35856,2.25702,2.34988,57.1839615613826,58.4763515610453,54.75584182145,48.1123860492539,37.5737207038477,96.4481282001758,56.7483686137196,7.13121031760268,195.513466380426,4013.997,26.26966552865,,
Ensemble Maximum,-4232.16821671,,,,,47.0,47.0,-0.22789,-0.07129,0.15693,-0.14975,0.07382,11.3804,-0.52856,-0.53373,1.10511,1.03752,0.34927,280.2207,201.4477,150.8128,169.7947,2.37526,2.36963,2.30008,2.37015,59.9746722288439,62.6920271863944,60.496751915739,52.6053335752188,40.0631464793383,98.4009694259334,61.8414770014324,7.77122919339369,207.398984942595,5359.118,28.0896423562916,,
Ensemble Range,0.017398110000613087,,,,,7.0,7.0,0.0009799999999999809,0.0024999999999999883,0.002829999999999999,0.0011649999999999994,0.002369999999999997,0.998899999999999,0.03805999999999998,0.03262999999999994,0.022669999999999968,0.02434000000000003,0.013900000000000023,9.543100000000038,51.935,19.388000000000005,45.143100000000004,0.008750000000000036,0.011069999999999691,0.0430600000000001,0.02027000000000001,2.7907106674612976,4.2156756253491,5.740910094288999,4.492947525964901,2.489425775490602,1.9528412257575951,5.093108387712803,0.6400188757910099,11.885518562169011,1345.1210000000005,1.8199768276416002,,
Lowest E Conformer,-4232.18561482,0.0,0.0,1.0,0.5004968140759636,40.0,40.0,-0.22822,-0.07129,0.15693,-0.149755,0.07145,10.3815,-0.56662,-0.53373,1.10511,1.03752,0.33537,272.2183,149.5207,150.7824,169.7947,2.36743,2.36963,2.25702,2.359,57.1839615613826,58.4953603128298,54.7720034057583,48.127125946755,37.5754285193809,98.4009694259334,56.772242559287,7.13421040608295,195.568688511361,4390.96,27.1596541971121,155.54666,7.97572222222222
pp000135-Pd_10_SPE,-3517.37956149,0.0,0.0,1.0,0.15277846090249583,48.0,48.0,-0.2342,-0.06283,0.17137,-0.148515,0.06435,9.5257,-0.59237,-0.60105,1.0835,1.12832,0.31478,178.5678,205.5502,158.8147,185.4752,2.38267,2.37865,2.24304,2.25253,51.3138781287247,53.3028676059835,51.8201491595976,46.9200417252483,40.0095637669857,87.9365044127648,56.6449148495942,7.11820993418817,195.274212190855,6033.639,29.3996256772863,204.70841,10.3277222222222
pp000135-Pd_11_SPE,-3517.37684903,0.002712460000111605,1.7020686500700322,0.05654248080764674,0.008638473193401178,49.0,49.0,-0.23429,-0.06495,0.16934,-0.14962,0.0661,9.7465,-0.59124,-0.60197,1.08387,1.12702,0.31639,178.4314,204.634,154.654,187.8383,2.38207,2.37944,2.2428,2.25168,51.2384535160906,53.3176090869592,51.9125855381413,47.0503197423919,40.2576951321565,87.9089436216556,56.6687887951616,7.12121002266844,195.329418712667,7586.276,29.7096217303461,235.26422,11.8744166666667
pp000135-Pd_12_SPE,-3517.37956022,1.2700002116616815e-06,0.0007969251328177052,0.9986558485194618,0.15257310350807937,50.0,50.0,-0.23421,-0.06285,0.17136,-0.14853,0.06437,9.5265,-0.60102,-0.59237,1.08348,1.12829,0.31479,178.6133,205.5439,158.7981,185.4854,2.37862,2.38265,2.2431,2.25254,51.3231898092968,53.3051952082428,51.8337485415156,46.9277518254796,40.0158969162544,87.9324514120485,56.6289988858825,7.11620987520133,195.23740982496,6386.254,29.3696260592483,235.74825,11.8994166666667
pp000135-Pd_13_SPE,-3517.37873931,0.0008221799998864299,0.5159179499287347,0.41862915320412974,0.06395751771544207,51.0,51.0,-0.23384,-0.06248,0.17136,-0.14816,0.06405,9.8923,-0.59775,-0.59275,1.08255,1.12886,0.31636,178.924,205.8135,159.0008,183.847,2.37688,2.38376,2.2436,2.25062,51.2188989868892,53.0301502079325,51.4237961590615,46.451086217062,39.6555478387594,87.9669092318762,56.4539232850549,7.09420922634601,194.832687261648,5531.958,30.6196101441669,235.42734,11.8843888888889
pp000135-Pd_14_SPE,-3517.36993766,0.009623830000236921,6.038953325148668,3.744690410067466e-05,5.721080374064434e-06,52.0,52.0,-0.23509,-0.06312,0.17197,-0.149105,0.06464,9.8813,-0.59409,-0.59293,1.06317,1.12835,0.31673,168.8988,207.5283,150.9811,185.3219,2.37811,2.37906,2.25133,2.25184,51.3213274731824,52.7601483458507,51.2714436630822,46.5837452945712,40.0921081844213,87.7229379089218,55.9207385007162,7.02720725028664,193.601246554218,6729.105,27.6896474491176,204.91839,10.3386388888889
pp000135-Pd_15_SPE,-3517.36972654,0.009834949999913078,6.171431124945457,2.994394419520457e-05,4.574789707493578e-06,53.0,53.0,-0.23486,-0.06343,0.17143,-0.149145,0.06488,9.8975,-0.59294,-0.59422,1.06252,1.12874,0.31667,168.7764,208.103,150.5944,181.1933,2.37933,2.37738,2.25104,2.25178,51.2077249702026,52.7492862019738,51.2897732647977,46.835230622704,40.2315086273148,87.799653755536,56.4300493394875,7.09120913786574,194.777512349065,6550.198,27.8496454119872,212.51567,10.7204444444444
pp000135-Pd_16_SPE,-3517.37245427,0.007107219999852532,4.459780549907464,0.0005382174150776314,8.222802830648027e-05,54.0,54.0,-0.23482,-0.06311,0.17171,-0.148965,0.06462,9.6755,-0.59291,-0.59413,1.06294,1.12728,0.31654,168.841,208.2034,150.4173,185.5601,2.37912,2.37804,2.25169,2.25269,51.4535533373063,52.7783812302154,51.2529169688751,46.5159417660665,39.9028964551442,87.6919622581459,56.0480662104091,7.04320772218142,193.895173129773,6799.141,27.7896461759111,213.28442,10.76125
pp000135-Pd_17_SPE,-3517.37848779,0.0010737000002336572,0.6737467501466199,0.3207304109694343,0.04900069855253513,55.0,55.0,-0.23388,-0.06272,0.17116,-0.1483,0.06425,11.0107,-0.60069,-0.59258,1.08287,1.12895,0.31554,178.4458,204.2425,159.6744,183.6928,2.37894,2.38293,2.24349,2.25219,51.2328665077473,53.5883868164608,51.913176815616,46.794072293528,39.683797954037,87.9634126125085,56.5971669584593,7.11220975722763,195.163809831922,6557.045,28.0296431202155,212.10592,10.7002222222222
pp000135-Pd_18_SPE,-3517.37848897,0.0010725199999797042,0.6730062999872644,0.32113149014215575,0.04906197481124357,56.0,56.0,-0.23388,-0.06272,0.17116,-0.1483,0.06425,11.0118,-0.59256,-0.60067,1.08286,1.12893,0.31554,178.448,204.2545,159.6665,183.719,2.38294,2.3789,2.24351,2.25219,51.2412470202622,53.5767488051642,51.9151477405317,46.7846614358928,39.6798842101069,87.9619089466667,56.6289988858825,7.11620987520133,195.23740982496,6555.967,27.929644393422,204.49641,10.3159722222222
pp000135-Pd_19_SPE,-3517.37246002,0.007101470000179688,4.456172425112754,0.0005415050613780384,8.273030984824823e-05,57.0,57.0,-0.23479,-0.06306,0.17173,-0.148925,0.06457,9.6615,-0.59433,-0.59303,1.06291,1.1276,0.31656,168.729,208.129,150.6055,185.0378,2.37816,2.37928,2.25157,2.25266,51.4246871275328,52.7527776053628,51.2395146794488,46.5276203002404,39.9175552051371,87.7062452169358,56.0958141015439,7.04920789914196,194.005419179663,6463.179,27.8196457939492,213.87655,10.7896388888889
pp000135-Pd_1_SPE,-3517.37693842,0.002623070000026928,1.6459764250168973,0.06215710101521292,0.00949626622726519,58.0,58.0,-0.23459,-0.06315,0.17144,-0.14887,0.06464,9.7497,-0.60099,-0.59213,1.08365,1.12834,0.31507,178.3895,205.5177,158.5352,186.7306,2.3792,2.38203,2.24347,2.25204,51.3343638259833,53.4153683818509,51.9275645675002,47.0280965123135,40.2133630872751,87.8882751111091,56.6926627407289,7.12421011114871,195.38462881405,7435.415,28.8996320433189,235.50589,11.8877777777778
pp000135-Pd_20_SPE,-3517.36939275,0.010168740000153775,6.380884350096494,2.1027067328090694e-05,3.2124829836788515e-06,59.0,59.0,-0.23529,-0.0633,0.17199,-0.149295,0.0648,11.2941,-0.59164,-0.59388,1.06329,1.12624,0.31683,169.036,207.3484,150.3833,184.7869,2.37895,2.37768,2.25115,2.25277,51.2179678188319,52.7733380919868,51.20187001356,46.5563064084539,39.972205302198,87.820806046373,55.650167117619,6.99320624751024,192.976948506878,7233.65,27.299652414623,234.28623,11.8258888888889
pp000135-Pd_21_SPE,-3517.37238776,0.007173729999976786,4.501515574985433,0.0005016095039600177,7.663512798907588e-05,60.0,60.0,-0.23459,-0.06299,0.1716,-0.14879,0.06451,11.472,-0.59298,-0.59215,1.06265,1.12724,0.31747,169.0732,207.1046,150.6283,185.3845,2.37748,2.37937,2.25157,2.25242,51.4088572705602,52.8873906026938,51.1076598025922,46.2401922989705,39.6007554237375,87.7433423415324,55.7615788636002,7.00720666041817,193.233964493326,6808.661,27.0896550883567,232.55603,11.7388055555556
pp000135-Pd_22_SPE,-3517.37143729,0.00812420000011116,5.097935500069752,0.0001833102968404442,2.800586501886271e-05,61.0,61.0,-0.23427,-0.06262,0.17165,-0.148445,0.06419,11.0976,-0.59421,-0.59366,1.06209,1.12972,0.31714,168.6587,206.3119,151.6138,181.5519,2.37839,2.38006,2.25148,2.25156,51.1956197854589,52.9742877537087,51.316774936142,46.3987028890199,39.6035306239789,87.8212189962037,55.888906573293,7.02320713231295,193.527779032878,6862.586,26.7996587806556,209.27814,10.5555277777778
pp000135-Pd_23_SPE,-3517.37956102,4.70000031782547e-07,0.00029492501994354825,0.9995023474144377,0.15270243030640945,62.0,62.0,-0.2342,-0.06283,0.17137,-0.148515,0.06435,9.5255,-0.59238,-0.60105,1.08351,1.12833,0.31479,178.5643,205.5483,158.8187,185.4725,2.38269,2.37865,2.24304,2.25253,51.3138781287247,53.3276953634163,51.8231055469711,46.9159599074788,40.0103465157717,87.936882144698,56.6847047588731,7.12321008165529,195.366225048358,7228.778,29.3596261865689,235.02947,11.8645833333333
pp000135-Pd_24_SPE,-3517.37201425,0.007547239999894373,4.735893099933719,0.00033772702634245975,5.1597415289777665e-05,63.0,63.0,-0.23382,-0.06658,0.16724,-0.1502,0.06745,9.5258,-0.59666,-0.59172,1.0632,1.12693,0.31947,167.9327,205.2873,147.5462,186.5418,2.37965,2.38008,2.2487,2.25343,51.0010056615018,52.4835516107008,51.1092365425247,46.5677581749739,40.0073578385887,87.9063488466471,55.9525704281394,7.03120736826033,193.674719693066,6806.79,29.8596198205364,212.22548,10.70725
pp000135-Pd_25_SPE,-3517.37845084,0.001110650000100577,0.6969328750631121,0.308421461666737,0.047120156222742196,64.0,64.0,-0.23349,-0.0643,0.16919,-0.148895,0.06552,10.948,-0.60177,-0.59234,1.08249,1.12919,0.31646,177.8788,203.0598,155.5614,183.2929,2.37918,2.38306,2.24263,2.2511,51.0308030393325,53.4735584383341,51.8903140865946,46.8378384507234,39.748339149394,88.0061927548838,56.5971669584593,7.11220975722763,195.163809831922,6944.823,29.4696247860418,204.96269,10.3398888888889
pp000135-Pd_26_SPE,-3517.37666378,0.0028977100000702194,1.8183130250440627,0.04646940695763133,0.007099524474038646,65.0,65.0,-0.23288,-0.06561,0.16727,-0.149245,0.06658,11.7364,-0.59768,-0.59387,1.08155,1.13022,0.31672,178.2909,199.2819,153.5518,164.076,2.37752,2.38357,2.24057,2.2529,50.8259460667461,52.8932096083421,51.6811989530447,47.0618848927389,39.8480328811417,88.0789954351656,56.5255451217571,7.10320949178682,194.998232802872,6947.577,31.5595981760257,210.81081,10.6345833333333
pp000135-Pd_27_SPE,-3517.37681114,0.00275035000004209,1.7258446250264114,0.054318397190122505,0.00829868112139737,66.0,66.0,-0.23428,-0.06309,0.17119,-0.148685,0.06457,9.7506,-0.60101,-0.59245,1.083,1.1296,0.31471,178.8654,204.6868,158.4874,182.3474,2.37782,2.38272,2.24282,2.25163,51.1136769964243,53.3168332195394,51.9104175207341,47.2802621434079,40.3435840216779,88.0350387996575,57.1940155976444,7.18721196923439,196.544891828206,6615.624,29.3496263138896,206.27709,10.40725
pp000135-Pd_28_SPE,-3517.37768106,0.001880429999800981,1.1799698248751156,0.13648219663447544,0.020851539942406953,67.0,67.0,-0.23245,-0.06325,0.1692,-0.14785,0.0646,12.4278,-0.59227,-0.59791,1.08018,1.13048,0.31487,178.1889,201.1702,157.5553,178.2112,2.38328,2.3738,2.24126,2.25013,50.7346915971394,53.204332443672,51.685140802876,46.840106127262,39.3093593983935,88.4297131250546,56.2549737386599,7.06920848901042,194.373000716676,6731.221,31.6295972847812,405.67986,20.7548333333333
pp000135-Pd_29_SPE,-3517.3766217,0.0029397899998002686,1.8447182248746685,0.044443881578765936,0.0067900678241366455,68.0,68.0,-0.23263,-0.0659,0.16673,-0.149265,0.06681,11.7447,-0.59244,-0.59932,1.08106,1.12976,0.32063,177.6197,202.2601,155.0876,153.774,2.38412,2.38154,2.24138,2.25236,50.2812127532777,52.69342374775,51.7383557755984,47.1056510499342,39.6656524139973,87.9196311742512,56.2629317205157,7.07020851850385,194.391383664858,5775.504,31.8695942290855,207.09316,10.4477777777778
pp000135-Pd_2_SPE,-3517.37691676,0.0026447300001564145,1.65956807509815,0.0607474428302386,0.009280900819366208,69.0,69.0,-0.23469,-0.06324,0.17145,-0.148965,0.06471,9.7727,-0.59185,-0.60036,1.08386,1.1275,0.31503,179.4795,205.3334,157.588,188.0846,2.38206,2.37886,2.24374,2.25244,51.4200312872467,53.4413599404134,51.9370250070953,46.9914735362148,40.1663270011329,87.865465399239,56.6608308133057,7.12020999317502,195.311016141667,6552.559,28.7696336984873,205.9165,10.3887222222222
pp000135-Pd_30_SPE,-3517.37123328,0.008328209999945102,5.2259517749655515,0.00014768972022692617,2.2563808147389985e-05,70.0,70.0,-0.23254,-0.06567,0.16687,-0.149105,0.06662,11.0367,-0.59215,-0.59337,1.0605,1.1302,0.31741,167.9915,202.2871,148.8352,177.8441,2.38011,2.37452,2.24745,2.25185,50.6024657330155,52.2391533734715,51.0169972564725,46.7545013379292,39.6956815037885,88.333983339952,55.9207385007162,7.02720725028664,193.601246554218,6678.421,32.2095899001834,214.51308,10.82175
pp000135-Pd_3_SPE,-3517.37691441,0.00264707999986058,1.6610426999125139,0.06059643762057842,0.009257830475846067,71.0,71.0,-0.2347,-0.06325,0.17145,-0.148975,0.06472,9.7741,-0.60032,-0.59187,1.08386,1.12751,0.31502,179.4819,205.3242,157.5876,188.1046,2.37886,2.38204,2.24377,2.2524,51.4228247914184,53.4479548134815,51.9305209548737,46.9899995464647,40.1720908785572,87.8628393846897,56.6687887951616,7.12121002266844,195.329418712667,6935.747,28.7696336984873,214.43186,10.81825
pp000135-Pd_4_SPE,-3517.37418816,0.005373330000111309,3.3717645750698466,0.0033765959390154275,0.0005158711306523947,72.0,72.0,-0.23475,-0.06361,0.17114,-0.14918,0.06502,10.0164,-0.59195,-0.60011,1.0831,1.12868,0.31513,178.4874,205.2488,158.6373,184.0829,2.38189,2.378,2.24326,2.25151,51.1993444576877,53.421963254919,51.9725016555769,47.2892194657354,40.4671160119092,87.9343913209286,56.9871080693936,7.16121120240538,196.065853035855,6036.474,28.8196330618841,206.86269,10.4354722222222
pp000135-Pd_5_SPE,-3517.37691631,0.0026451799999449577,1.659850449965461,0.06071849784799621,0.009276478649528366,73.0,73.0,-0.2347,-0.06324,0.17146,-0.14897,0.06471,9.7738,-0.60034,-0.59185,1.08385,1.12749,0.31503,179.4768,205.329,157.5965,188.0935,2.37886,2.38203,2.24374,2.2524,51.4191001191895,53.4595928247781,51.9429377818423,46.9965758084267,40.1709523348685,87.8645291138073,56.6687887951616,7.12121002266844,195.329418712667,6499.748,28.7396340804493,206.24458,10.4043888888889
pp000135-Pd_6_SPE,-3517.37649156,0.003069930000037857,1.9263810750237553,0.03872154606568478,0.005915818211680413,74.0,74.0,-0.23405,-0.06504,0.16901,-0.149545,0.06616,10.6101,-0.59067,-0.60092,1.08275,1.12744,0.31585,178.5238,204.3914,154.5723,183.5818,2.38183,2.37726,2.24229,2.25082,50.9758641239571,53.3893768232884,52.0198038535524,47.2824164361196,39.8579951384185,88.0830019616137,56.0798981378322,7.04720784015511,193.968669053876,6022.375,29.6596223669494,207.77833,10.4811111111111
pp000135-Pd_7_SPE,-3517.37849002,0.0010714700001699384,0.6723474251066364,0.32148880418143183,0.04911656470022302,75.0,75.0,-0.23387,-0.06273,0.17114,-0.1483,0.06425,11.0107,-0.6007,-0.59258,1.08287,1.12897,0.31555,178.4615,204.2396,159.6764,183.6612,2.37895,2.38292,2.24349,2.25218,51.2235548271752,53.5779126062938,51.9184983128883,46.794072293528,39.6824459334066,87.963498791048,56.5812509947477,7.11020969824079,195.127012196783,6294.394,28.0496428655742,236.62059,11.9433888888889
